,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:"
"Id","Id2","Geography",,,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races",,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races"
"1000000US060750251003046",60750251003046,"Block 3046, Block Group 3, Census Tract 251, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750251003047",60750251003047,"Block 3047, Block Group 3, Census Tract 251, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001000",60750252001000,"Block 1000, Block Group 1, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001001",60750252001001,"Block 1001, Block Group 1, Census Tract 252, San Francisco County, California",124,51,33,2,0,16,0,0,0,73,13,0,0,0,0,58,2
"1000000US060750252001002",60750252001002,"Block 1002, Block Group 1, Census Tract 252, San Francisco County, California",151,53,39,0,0,13,0,0,1,98,39,0,0,2,0,55,2
"1000000US060750252001003",60750252001003,"Block 1003, Block Group 1, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001004",60750252001004,"Block 1004, Block Group 1, Census Tract 252, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001005",60750252001005,"Block 1005, Block Group 1, Census Tract 252, San Francisco County, California",165,121,88,5,2,18,0,1,7,44,20,0,1,1,0,18,4
"1000000US060750252001006",60750252001006,"Block 1006, Block Group 1, Census Tract 252, San Francisco County, California",686,339,192,48,2,67,4,7,19,347,175,4,8,1,2,140,17
"1000000US060750252001007",60750252001007,"Block 1007, Block Group 1, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001008",60750252001008,"Block 1008, Block Group 1, Census Tract 252, San Francisco County, California",205,167,133,4,3,10,0,1,16,38,31,0,0,0,0,6,1
"1000000US060750252001009",60750252001009,"Block 1009, Block Group 1, Census Tract 252, San Francisco County, California",121,21,9,7,2,3,0,0,0,100,43,3,12,0,0,29,13
"1000000US060750252001010",60750252001010,"Block 1010, Block Group 1, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252001011",60750252001011,"Block 1011, Block Group 1, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252002000",60750252002000,"Block 2000, Block Group 2, Census Tract 252, San Francisco County, California",148,117,88,5,1,14,0,0,9,31,11,0,1,0,0,15,4
"1000000US060750252002001",60750252002001,"Block 2001, Block Group 2, Census Tract 252, San Francisco County, California",191,163,138,2,2,16,0,0,5,28,20,0,0,0,0,8,0
"1000000US060750252002002",60750252002002,"Block 2002, Block Group 2, Census Tract 252, San Francisco County, California",277,237,196,8,2,22,0,1,8,40,24,0,6,0,0,6,4
"1000000US060750252002003",60750252002003,"Block 2003, Block Group 2, Census Tract 252, San Francisco County, California",174,134,113,2,0,8,0,0,11,40,26,0,0,1,0,7,6
"1000000US060750252002004",60750252002004,"Block 2004, Block Group 2, Census Tract 252, San Francisco County, California",136,119,95,8,3,9,0,0,4,17,11,0,0,0,0,5,1
"1000000US060750252002005",60750252002005,"Block 2005, Block Group 2, Census Tract 252, San Francisco County, California",118,110,85,9,1,11,0,0,4,8,8,0,0,0,0,0,0
"1000000US060750252002006",60750252002006,"Block 2006, Block Group 2, Census Tract 252, San Francisco County, California",99,80,58,2,0,10,2,0,8,19,14,0,0,0,0,2,3
"1000000US060750252002007",60750252002007,"Block 2007, Block Group 2, Census Tract 252, San Francisco County, California",40,37,27,2,0,8,0,0,0,3,1,0,0,0,0,0,2
"1000000US060750252002008",60750252002008,"Block 2008, Block Group 2, Census Tract 252, San Francisco County, California",85,76,66,0,0,6,0,0,4,9,9,0,0,0,0,0,0
"1000000US060750252002009",60750252002009,"Block 2009, Block Group 2, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252002010",60750252002010,"Block 2010, Block Group 2, Census Tract 252, San Francisco County, California",61,53,32,3,0,13,0,0,5,8,3,2,0,0,0,2,1
"1000000US060750252002011",60750252002011,"Block 2011, Block Group 2, Census Tract 252, San Francisco County, California",57,48,45,0,0,2,0,0,1,9,5,1,0,0,0,2,1
"1000000US060750252003000",60750252003000,"Block 3000, Block Group 3, Census Tract 252, San Francisco County, California",22,21,16,0,0,1,0,0,4,1,1,0,0,0,0,0,0
"1000000US060750252003001",60750252003001,"Block 3001, Block Group 3, Census Tract 252, San Francisco County, California",68,67,57,2,0,6,0,2,0,1,1,0,0,0,0,0,0
"1000000US060750252003002",60750252003002,"Block 3002, Block Group 3, Census Tract 252, San Francisco County, California",39,32,25,2,0,3,0,0,2,7,0,0,0,0,0,3,4
"1000000US060750252003003",60750252003003,"Block 3003, Block Group 3, Census Tract 252, San Francisco County, California",42,32,25,2,0,2,0,1,2,10,6,0,1,1,0,2,0
"1000000US060750252003004",60750252003004,"Block 3004, Block Group 3, Census Tract 252, San Francisco County, California",73,63,47,6,0,5,1,0,4,10,8,0,0,0,0,2,0
"1000000US060750252003005",60750252003005,"Block 3005, Block Group 3, Census Tract 252, San Francisco County, California",76,67,51,4,0,7,1,0,4,9,3,0,0,0,0,2,4
"1000000US060750252003006",60750252003006,"Block 3006, Block Group 3, Census Tract 252, San Francisco County, California",103,55,38,7,0,7,0,1,2,48,25,0,0,0,0,22,1
"1000000US060750252003007",60750252003007,"Block 3007, Block Group 3, Census Tract 252, San Francisco County, California",99,91,61,16,0,9,0,0,5,8,5,0,0,0,0,1,2
"1000000US060750252003008",60750252003008,"Block 3008, Block Group 3, Census Tract 252, San Francisco County, California",14,13,6,1,0,3,0,0,3,1,1,0,0,0,0,0,0
"1000000US060750252003009",60750252003009,"Block 3009, Block Group 3, Census Tract 252, San Francisco County, California",6,5,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1000000US060750252003010",60750252003010,"Block 3010, Block Group 3, Census Tract 252, San Francisco County, California",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252003011",60750252003011,"Block 3011, Block Group 3, Census Tract 252, San Francisco County, California",124,76,39,18,0,16,0,0,3,48,23,0,3,0,0,14,8
"1000000US060750252003012",60750252003012,"Block 3012, Block Group 3, Census Tract 252, San Francisco County, California",109,71,50,4,0,9,0,0,8,38,7,0,11,0,0,15,5
"1000000US060750252003013",60750252003013,"Block 3013, Block Group 3, Census Tract 252, San Francisco County, California",64,50,24,0,0,24,0,0,2,14,7,0,0,0,0,6,1
"1000000US060750252003014",60750252003014,"Block 3014, Block Group 3, Census Tract 252, San Francisco County, California",94,79,35,5,0,36,0,0,3,15,6,0,6,1,0,1,1
"1000000US060750252003015",60750252003015,"Block 3015, Block Group 3, Census Tract 252, San Francisco County, California",115,80,55,4,0,14,0,0,7,35,16,0,2,0,0,14,3
"1000000US060750252003016",60750252003016,"Block 3016, Block Group 3, Census Tract 252, San Francisco County, California",114,95,75,4,0,10,0,0,6,19,12,1,0,0,0,5,1
"1000000US060750252003017",60750252003017,"Block 3017, Block Group 3, Census Tract 252, San Francisco County, California",105,73,59,2,0,5,0,0,7,32,13,0,3,0,0,14,2
"1000000US060750252003018",60750252003018,"Block 3018, Block Group 3, Census Tract 252, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252003019",60750252003019,"Block 3019, Block Group 3, Census Tract 252, San Francisco County, California",118,84,65,0,0,14,0,2,3,34,15,0,0,0,0,18,1
"1000000US060750252004000",60750252004000,"Block 4000, Block Group 4, Census Tract 252, San Francisco County, California",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750252004001",60750252004001,"Block 4001, Block Group 4, Census Tract 252, San Francisco County, California",118,106,75,2,0,19,0,0,10,12,10,0,0,1,0,1,0
"1000000US060750252004002",60750252004002,"Block 4002, Block Group 4, Census Tract 252, San Francisco County, California",236,211,183,4,0,15,0,2,7,25,14,1,4,0,0,6,0
"1000000US060750252004003",60750252004003,"Block 4003, Block Group 4, Census Tract 252, San Francisco County, California",21,21,15,1,0,3,0,0,2,0,0,0,0,0,0,0,0
"1000000US060750252004004",60750252004004,"Block 4004, Block Group 4, Census Tract 252, San Francisco County, California",68,54,41,0,0,11,0,0,2,14,14,0,0,0,0,0,0
"1000000US060750252004005",60750252004005,"Block 4005, Block Group 4, Census Tract 252, San Francisco County, California",92,58,54,1,0,2,0,0,1,34,19,0,0,0,0,7,8
"1000000US060750252004006",60750252004006,"Block 4006, Block Group 4, Census Tract 252, San Francisco County, California",74,62,53,2,0,4,0,0,3,12,3,0,0,1,0,8,0
"1000000US060750252004007",60750252004007,"Block 4007, Block Group 4, Census Tract 252, San Francisco County, California",49,42,29,1,0,7,0,5,0,7,2,0,0,0,0,4,1
"1000000US060750252004008",60750252004008,"Block 4008, Block Group 4, Census Tract 252, San Francisco County, California",98,71,54,3,2,10,0,0,2,27,4,0,0,2,0,16,5
"1000000US060750252004009",60750252004009,"Block 4009, Block Group 4, Census Tract 252, San Francisco County, California",58,41,34,2,0,2,0,0,3,17,10,0,1,0,0,6,0
"1000000US060750252004010",60750252004010,"Block 4010, Block Group 4, Census Tract 252, San Francisco County, California",111,95,72,3,0,12,3,0,5,16,5,0,2,1,0,7,1
"1000000US060750252004011",60750252004011,"Block 4011, Block Group 4, Census Tract 252, San Francisco County, California",122,78,57,1,0,20,0,0,0,44,23,4,0,0,0,17,0
"1000000US060750252004012",60750252004012,"Block 4012, Block Group 4, Census Tract 252, San Francisco County, California",87,58,43,2,0,13,0,0,0,29,12,0,0,0,0,17,0
"1000000US060750253001000",60750253001000,"Block 1000, Block Group 1, Census Tract 253, San Francisco County, California",161,151,118,4,1,17,0,0,11,10,7,0,0,0,0,1,2
"1000000US060750253001001",60750253001001,"Block 1001, Block Group 1, Census Tract 253, San Francisco County, California",170,141,117,7,1,10,1,0,5,29,20,0,2,0,0,2,5
"1000000US060750253001002",60750253001002,"Block 1002, Block Group 1, Census Tract 253, San Francisco County, California",117,93,79,0,0,8,2,1,3,24,12,0,0,1,0,11,0
"1000000US060750253001003",60750253001003,"Block 1003, Block Group 1, Census Tract 253, San Francisco County, California",117,95,86,0,0,5,0,0,4,22,16,0,1,0,0,3,2
"1000000US060750253001004",60750253001004,"Block 1004, Block Group 1, Census Tract 253, San Francisco County, California",34,30,25,1,0,2,0,0,2,4,3,0,0,0,0,0,1
"1000000US060750253001005",60750253001005,"Block 1005, Block Group 1, Census Tract 253, San Francisco County, California",51,41,31,0,0,4,4,0,2,10,3,0,0,0,0,2,5
"1000000US060750253001006",60750253001006,"Block 1006, Block Group 1, Census Tract 253, San Francisco County, California",116,102,79,0,1,12,0,1,9,14,11,0,0,0,0,2,1
"1000000US060750253001007",60750253001007,"Block 1007, Block Group 1, Census Tract 253, San Francisco County, California",108,94,79,5,0,7,0,0,3,14,10,0,0,0,0,3,1
"1000000US060750253001008",60750253001008,"Block 1008, Block Group 1, Census Tract 253, San Francisco County, California",137,129,112,3,0,5,3,2,4,8,2,0,1,0,0,5,0
"1000000US060750253002000",60750253002000,"Block 2000, Block Group 2, Census Tract 253, San Francisco County, California",43,43,38,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253002001",60750253002001,"Block 2001, Block Group 2, Census Tract 253, San Francisco County, California",69,57,50,3,0,3,1,0,0,12,11,0,0,0,0,1,0
"1000000US060750253002002",60750253002002,"Block 2002, Block Group 2, Census Tract 253, San Francisco County, California",69,58,49,2,0,6,0,0,1,11,8,0,0,0,0,2,1
"1000000US060750253002003",60750253002003,"Block 2003, Block Group 2, Census Tract 253, San Francisco County, California",64,51,38,2,0,10,0,0,1,13,11,0,0,1,0,1,0
"1000000US060750253002004",60750253002004,"Block 2004, Block Group 2, Census Tract 253, San Francisco County, California",45,42,34,0,0,3,0,0,5,3,3,0,0,0,0,0,0
"1000000US060750253002005",60750253002005,"Block 2005, Block Group 2, Census Tract 253, San Francisco County, California",129,94,80,2,2,3,0,2,5,35,23,0,0,0,0,12,0
"1000000US060750253002006",60750253002006,"Block 2006, Block Group 2, Census Tract 253, San Francisco County, California",82,73,61,2,0,7,0,0,3,9,5,0,0,0,0,3,1
"1000000US060750253002007",60750253002007,"Block 2007, Block Group 2, Census Tract 253, San Francisco County, California",97,79,76,0,1,0,0,0,2,18,7,1,1,0,0,5,4
"1000000US060750253002008",60750253002008,"Block 2008, Block Group 2, Census Tract 253, San Francisco County, California",91,85,63,1,0,15,0,2,4,6,2,0,0,0,0,2,2
"1000000US060750253002009",60750253002009,"Block 2009, Block Group 2, Census Tract 253, San Francisco County, California",113,101,73,6,0,19,0,0,3,12,6,1,0,0,0,4,1
"1000000US060750253003000",60750253003000,"Block 3000, Block Group 3, Census Tract 253, San Francisco County, California",219,116,84,13,0,15,0,1,3,103,61,0,0,2,1,36,3
"1000000US060750253003001",60750253003001,"Block 3001, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253003002",60750253003002,"Block 3002, Block Group 3, Census Tract 253, San Francisco County, California",110,89,67,1,0,13,2,0,6,21,5,0,0,0,0,2,14
"1000000US060750253003003",60750253003003,"Block 3003, Block Group 3, Census Tract 253, San Francisco County, California",102,55,31,1,0,21,0,0,2,47,16,4,0,0,0,23,4
"1000000US060750253003004",60750253003004,"Block 3004, Block Group 3, Census Tract 253, San Francisco County, California",121,50,20,0,1,24,3,0,2,71,35,0,1,0,0,35,0
"1000000US060750253003005",60750253003005,"Block 3005, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253003006",60750253003006,"Block 3006, Block Group 3, Census Tract 253, San Francisco County, California",159,77,27,0,0,47,0,1,2,82,34,0,0,0,0,40,8
"1000000US060750253003007",60750253003007,"Block 3007, Block Group 3, Census Tract 253, San Francisco County, California",151,94,62,3,1,20,0,0,8,57,22,0,8,0,0,26,1
"1000000US060750253003008",60750253003008,"Block 3008, Block Group 3, Census Tract 253, San Francisco County, California",118,71,50,1,1,15,0,1,3,47,15,1,0,1,0,28,2
"1000000US060750253003009",60750253003009,"Block 3009, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253003010",60750253003010,"Block 3010, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253004000",60750253004000,"Block 4000, Block Group 4, Census Tract 253, San Francisco County, California",200,140,110,1,1,19,0,2,7,60,24,0,3,0,0,27,6
"1000000US060750253004001",60750253004001,"Block 4001, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253004002",60750253004002,"Block 4002, Block Group 4, Census Tract 253, San Francisco County, California",137,98,66,1,0,26,0,0,5,39,23,0,4,1,0,6,5
"1000000US060750253004003",60750253004003,"Block 4003, Block Group 4, Census Tract 253, San Francisco County, California",19,13,12,0,0,0,0,0,1,6,4,0,0,0,0,0,2
"1000000US060750253004004",60750253004004,"Block 4004, Block Group 4, Census Tract 253, San Francisco County, California",459,262,193,12,0,36,1,2,18,197,99,2,6,1,0,69,20
"1000000US060750253004005",60750253004005,"Block 4005, Block Group 4, Census Tract 253, San Francisco County, California",224,132,90,4,0,33,0,1,4,92,46,0,1,0,0,40,5
"1000000US060750253004006",60750253004006,"Block 4006, Block Group 4, Census Tract 253, San Francisco County, California",63,54,25,13,0,16,0,0,0,9,6,0,0,0,0,3,0
"1000000US060750253004007",60750253004007,"Block 4007, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750253004008",60750253004008,"Block 4008, Block Group 4, Census Tract 253, San Francisco County, California",126,84,36,7,0,36,0,1,4,42,11,0,0,0,0,20,11
"1000000US060750253004009",60750253004009,"Block 4009, Block Group 4, Census Tract 253, San Francisco County, California",341,220,168,9,2,31,0,0,10,121,75,0,0,0,0,40,6
"1000000US060750253004010",60750253004010,"Block 4010, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254011000",60750254011000,"Block 1000, Block Group 1, Census Tract 254.01, San Francisco County, California",147,111,91,0,0,3,8,3,6,36,22,1,2,2,0,4,5
"1000000US060750254011001",60750254011001,"Block 1001, Block Group 1, Census Tract 254.01, San Francisco County, California",75,55,39,0,0,12,0,0,4,20,2,0,0,0,0,17,1
"1000000US060750254011002",60750254011002,"Block 1002, Block Group 1, Census Tract 254.01, San Francisco County, California",134,80,39,3,1,33,0,0,4,54,18,3,0,1,0,32,0
"1000000US060750254011003",60750254011003,"Block 1003, Block Group 1, Census Tract 254.01, San Francisco County, California",219,126,102,6,0,13,0,0,5,93,35,7,1,1,0,43,6
"1000000US060750254011004",60750254011004,"Block 1004, Block Group 1, Census Tract 254.01, San Francisco County, California",123,97,79,3,0,9,0,0,6,26,15,0,0,1,0,1,9
"1000000US060750254011005",60750254011005,"Block 1005, Block Group 1, Census Tract 254.01, San Francisco County, California",246,151,15,78,0,28,7,0,23,95,27,12,2,0,0,31,23
"1000000US060750254011006",60750254011006,"Block 1006, Block Group 1, Census Tract 254.01, San Francisco County, California",316,105,53,4,0,36,0,0,12,211,73,1,1,0,0,119,17
"1000000US060750254011007",60750254011007,"Block 1007, Block Group 1, Census Tract 254.01, San Francisco County, California",125,60,26,1,2,29,0,0,2,65,36,0,0,2,0,21,6
"1000000US060750254011008",60750254011008,"Block 1008, Block Group 1, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254012000",60750254012000,"Block 2000, Block Group 2, Census Tract 254.01, San Francisco County, California",68,51,22,12,0,17,0,0,0,17,10,0,0,0,0,7,0
"1000000US060750254012001",60750254012001,"Block 2001, Block Group 2, Census Tract 254.01, San Francisco County, California",90,73,48,1,0,18,0,0,6,17,8,1,0,0,0,5,3
"1000000US060750254012002",60750254012002,"Block 2002, Block Group 2, Census Tract 254.01, San Francisco County, California",75,54,39,3,0,7,0,0,5,21,15,0,0,0,0,5,1
"1000000US060750254012003",60750254012003,"Block 2003, Block Group 2, Census Tract 254.01, San Francisco County, California",62,54,40,0,0,12,0,0,2,8,8,0,0,0,0,0,0
"1000000US060750254012004",60750254012004,"Block 2004, Block Group 2, Census Tract 254.01, San Francisco County, California",94,60,42,5,0,5,0,3,5,34,15,0,1,0,0,7,11
"1000000US060750254012005",60750254012005,"Block 2005, Block Group 2, Census Tract 254.01, San Francisco County, California",80,61,55,0,0,2,0,0,4,19,15,0,0,0,0,2,2
"1000000US060750254012006",60750254012006,"Block 2006, Block Group 2, Census Tract 254.01, San Francisco County, California",36,33,32,1,0,0,0,0,0,3,0,0,0,0,0,3,0
"1000000US060750254012007",60750254012007,"Block 2007, Block Group 2, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254012008",60750254012008,"Block 2008, Block Group 2, Census Tract 254.01, San Francisco County, California",175,144,113,3,0,23,0,1,4,31,24,0,1,0,0,4,2
"1000000US060750254012009",60750254012009,"Block 2009, Block Group 2, Census Tract 254.01, San Francisco County, California",248,164,131,0,0,22,0,0,11,84,39,0,0,0,0,28,17
"1000000US060750254013000",60750254013000,"Block 3000, Block Group 3, Census Tract 254.01, San Francisco County, California",225,146,86,3,1,36,6,0,14,79,45,0,1,0,0,30,3
"1000000US060750254013001",60750254013001,"Block 3001, Block Group 3, Census Tract 254.01, San Francisco County, California",15,6,4,0,0,0,0,2,0,9,0,0,0,0,0,8,1
"1000000US060750254013002",60750254013002,"Block 3002, Block Group 3, Census Tract 254.01, San Francisco County, California",279,161,100,7,1,48,1,0,4,118,43,6,0,1,2,50,16
"1000000US060750254013003",60750254013003,"Block 3003, Block Group 3, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254013004",60750254013004,"Block 3004, Block Group 3, Census Tract 254.01, San Francisco County, California",267,170,100,11,1,48,0,0,10,97,43,1,0,0,0,47,6
"1000000US060750254013005",60750254013005,"Block 3005, Block Group 3, Census Tract 254.01, San Francisco County, California",63,21,13,0,0,8,0,0,0,42,25,0,0,0,0,17,0
"1000000US060750254013006",60750254013006,"Block 3006, Block Group 3, Census Tract 254.01, San Francisco County, California",242,143,115,0,0,20,0,1,7,99,40,0,1,0,0,47,11
"1000000US060750254021000",60750254021000,"Block 1000, Block Group 1, Census Tract 254.02, San Francisco County, California",37,9,5,0,0,3,0,0,1,28,8,0,0,0,0,18,2
"1000000US060750254021001",60750254021001,"Block 1001, Block Group 1, Census Tract 254.02, San Francisco County, California",3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"1000000US060750254021002",60750254021002,"Block 1002, Block Group 1, Census Tract 254.02, San Francisco County, California",32,19,13,0,0,3,0,0,3,13,6,0,0,0,0,6,1
"1000000US060750254021003",60750254021003,"Block 1003, Block Group 1, Census Tract 254.02, San Francisco County, California",97,71,45,3,0,15,0,0,8,26,6,0,0,6,0,11,3
"1000000US060750254021004",60750254021004,"Block 1004, Block Group 1, Census Tract 254.02, San Francisco County, California",84,75,48,1,0,22,2,0,2,9,5,0,0,0,0,0,4
"1000000US060750254021005",60750254021005,"Block 1005, Block Group 1, Census Tract 254.02, San Francisco County, California",77,61,28,0,0,28,0,0,5,16,6,0,0,1,0,6,3
"1000000US060750254021006",60750254021006,"Block 1006, Block Group 1, Census Tract 254.02, San Francisco County, California",80,67,30,4,1,31,1,0,0,13,13,0,0,0,0,0,0
"1000000US060750254021007",60750254021007,"Block 1007, Block Group 1, Census Tract 254.02, San Francisco County, California",87,60,29,10,0,19,0,0,2,27,26,0,0,1,0,0,0
"1000000US060750254021008",60750254021008,"Block 1008, Block Group 1, Census Tract 254.02, San Francisco County, California",90,68,38,4,0,18,0,0,8,22,2,2,0,0,0,13,5
"1000000US060750254021009",60750254021009,"Block 1009, Block Group 1, Census Tract 254.02, San Francisco County, California",80,68,56,1,0,8,0,1,2,12,11,0,1,0,0,0,0
"1000000US060750254021010",60750254021010,"Block 1010, Block Group 1, Census Tract 254.02, San Francisco County, California",117,87,37,1,0,46,1,0,2,30,18,0,0,1,0,9,2
"1000000US060750254021011",60750254021011,"Block 1011, Block Group 1, Census Tract 254.02, San Francisco County, California",89,66,35,1,0,16,0,0,14,23,17,0,0,0,0,6,0
"1000000US060750254021012",60750254021012,"Block 1012, Block Group 1, Census Tract 254.02, San Francisco County, California",81,62,26,9,0,22,0,0,5,19,6,0,0,0,0,13,0
"1000000US060750254021013",60750254021013,"Block 1013, Block Group 1, Census Tract 254.02, San Francisco County, California",95,75,43,6,0,24,0,0,2,20,10,0,0,0,0,9,1
"1000000US060750254022000",60750254022000,"Block 2000, Block Group 2, Census Tract 254.02, San Francisco County, California",86,69,43,1,2,17,0,0,6,17,11,0,0,0,0,0,6
"1000000US060750254022001",60750254022001,"Block 2001, Block Group 2, Census Tract 254.02, San Francisco County, California",84,50,28,1,0,21,0,0,0,34,22,0,0,1,0,11,0
"1000000US060750254022002",60750254022002,"Block 2002, Block Group 2, Census Tract 254.02, San Francisco County, California",37,11,5,0,0,6,0,0,0,26,11,0,0,0,0,15,0
"1000000US060750254022003",60750254022003,"Block 2003, Block Group 2, Census Tract 254.02, San Francisco County, California",103,71,43,4,2,19,2,0,1,32,22,0,0,0,0,5,5
"1000000US060750254022004",60750254022004,"Block 2004, Block Group 2, Census Tract 254.02, San Francisco County, California",14,11,5,6,0,0,0,0,0,3,3,0,0,0,0,0,0
"1000000US060750254022005",60750254022005,"Block 2005, Block Group 2, Census Tract 254.02, San Francisco County, California",82,57,40,3,0,8,0,0,6,25,6,0,0,0,0,13,6
"1000000US060750254022006",60750254022006,"Block 2006, Block Group 2, Census Tract 254.02, San Francisco County, California",46,32,13,0,0,19,0,0,0,14,10,0,0,0,0,4,0
"1000000US060750254022007",60750254022007,"Block 2007, Block Group 2, Census Tract 254.02, San Francisco County, California",81,61,31,10,0,17,0,0,3,20,6,1,0,0,0,3,10
"1000000US060750254022008",60750254022008,"Block 2008, Block Group 2, Census Tract 254.02, San Francisco County, California",82,71,34,9,2,24,0,0,2,11,5,0,0,0,0,5,1
"1000000US060750254022009",60750254022009,"Block 2009, Block Group 2, Census Tract 254.02, San Francisco County, California",90,60,17,7,0,25,1,0,10,30,12,0,1,1,0,16,0
"1000000US060750254022010",60750254022010,"Block 2010, Block Group 2, Census Tract 254.02, San Francisco County, California",92,78,32,11,0,33,0,0,2,14,7,0,0,0,0,7,0
"1000000US060750254022011",60750254022011,"Block 2011, Block Group 2, Census Tract 254.02, San Francisco County, California",90,60,21,10,0,29,0,0,0,30,7,0,0,0,1,18,4
"1000000US060750254023000",60750254023000,"Block 3000, Block Group 3, Census Tract 254.02, San Francisco County, California",102,77,52,10,0,10,0,0,5,25,9,1,0,0,5,8,2
"1000000US060750254023001",60750254023001,"Block 3001, Block Group 3, Census Tract 254.02, San Francisco County, California",102,65,57,0,0,6,0,0,2,37,12,0,0,0,0,18,7
"1000000US060750254023002",60750254023002,"Block 3002, Block Group 3, Census Tract 254.02, San Francisco County, California",106,74,59,2,0,7,2,0,4,32,9,0,0,0,1,14,8
"1000000US060750254023003",60750254023003,"Block 3003, Block Group 3, Census Tract 254.02, San Francisco County, California",95,68,50,1,4,13,0,0,0,27,10,0,0,0,1,16,0
"1000000US060750254023004",60750254023004,"Block 3004, Block Group 3, Census Tract 254.02, San Francisco County, California",83,63,33,0,0,23,0,0,7,20,7,0,0,0,0,13,0
"1000000US060750254023005",60750254023005,"Block 3005, Block Group 3, Census Tract 254.02, San Francisco County, California",79,72,25,5,0,39,0,0,3,7,6,0,0,1,0,0,0
"1000000US060750254023006",60750254023006,"Block 3006, Block Group 3, Census Tract 254.02, San Francisco County, California",160,68,6,23,0,37,0,0,2,92,31,2,12,3,0,39,5
"1000000US060750254023007",60750254023007,"Block 3007, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254023008",60750254023008,"Block 3008, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254023009",60750254023009,"Block 3009, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750254023010",60750254023010,"Block 3010, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
